26106076 | Association | Neoplasms | mic
37711200 | Association | Neoplasms | TNFRSF14
14630083 | Negative_Correlation | IL2RA | NR0B2
14630083 | Association | Leukemia-Lymphoma Adult T-Cell | IL2RA
14630083 | Association | Leukemia-Lymphoma Adult T-Cell | NR0B2
14630083 | Association | NR0B2 | CD4
14630083 | Association | IL2RB | NR0B2
3871932 | Association | Myasthenia Gravis | HLA-A
3871932 | Positive_Correlation | Penicillamine | DR1
3871932 | Association | Myasthenic Syndromes Congenital | HLA-A
37333490 | Positive_Correlation | Il4 | Kdr
37333490 | Positive_Correlation | Cd4 | Kdr
37333490 | Association | Melanoma | Kdr
37333490 | Association | Neoplasms | Kdr
37333490 | Positive_Correlation | Ifng | Kdr
14611728 | Association | Tuberculosis Pulmonary | APP
14611728 | Association | Tuberculosis | APP
14611728 | Positive_Correlation | Tuberculosis | CD4
37451415 | Association | Thyroiditis Subacute | CD8A
37451415 | Association | Thyroiditis Subacute | CD4
37451415 | Association | Infections | CD8A
34956237 | Association | Copper-64 | CD4
34956237 | Association | Inflammation | CD4
34956237 | Association | Neoplasms | CD4
38630135 | Association | Neoplasms | CD4
38630135 | Association | Neoplasms | CD274
38630135 | Association | Neoplasms | PDCD1
21258009 | Association | Socs1 | Il7r
21258009 | Association | Il7r | Stat5a
25024379 | Bind | KLRK1 | ULBP2
25024379 | Association | methylselenic acid | KLRK1
25024379 | Association | Melanoma | ULBP2
25024379 | Negative_Correlation | methylselenic acid | ULBP2
25024379 | Association | Neoplasms | ULBP2
25448495 | Negative_Correlation | Gabapentin | Pain
25448495 | Negative_Correlation | Gabapentin | Hydrocortisone
25448495 | Negative_Correlation | Gabapentin | Catecholamines
25448495 | Negative_Correlation | Gabapentin | CD4
25448495 | Association | Hydrocortisone | Pain
12732362 | Positive_Correlation | Hexachlorobenzene | Egfr
12732362 | Association | Hexachlorobenzene | Phosphotyrosine
12732362 | Positive_Correlation | Hexachlorobenzene | Mouth Diseases
12732362 | Negative_Correlation | Hexachlorobenzene | Thyroxine
12732362 | Negative_Correlation | Hexachlorobenzene | Urod
36969239 | Negative_Correlation | COVID-19 | Cd4
36969239 | Association | COVID-19 | S
36969239 | Negative_Correlation | Death | Nusap1
36969239 | Positive_Correlation | Nusap1 | Cd4
36969239 | Association | Infections | Nusap1
36996809 | Association | COVID-19 | CD8A
32508820 | Association | Dermatitis Allergic Contact | Cd4
33597887 | Negative_Correlation | Curcumin | Dextran Sulfate
33597887 | Negative_Correlation | Curcumin | Il7
33597887 | Association | Colitis | Stat5a
33597887 | Negative_Correlation | Curcumin | Cd4
33597887 | Negative_Correlation | Curcumin | Inflammation
33597887 | Positive_Correlation | Dextran Sulfate | Colitis
33597887 | Negative_Correlation | Curcumin | Inflammatory Bowel Diseases
33597887 | Association | Jak1 | Stat5a
33597887 | Negative_Correlation | Curcumin | Jak1
33597887 | Negative_Correlation | Curcumin | Il21
33597887 | Negative_Correlation | Curcumin | Il15
33597887 | Association | Colitis | Il7
33597887 | Negative_Correlation | Curcumin | Stat5a
33597887 | Association | Colitis | Il21
33597887 | Association | Colitis | Il15
33597887 | Negative_Correlation | Curcumin | Colitis
33597887 | Association | Colitis | Cd4
33597887 | Positive_Correlation | Curcumin | Pias1
28056393 | Association | CD274 | SOCS1
28056393 | Positive_Correlation | Lipopolysaccharides | TLR4
28056393 | Positive_Correlation | Lipopolysaccharides | SOCS3
28056393 | Association | HIV Infections | CD274
28056393 | Positive_Correlation | Lipopolysaccharides | PIAS1
28056393 | Positive_Correlation | Lipopolysaccharides | TNF
28056393 | Association | HIV Infections | SOCS3
28056393 | Positive_Correlation | CD274 | SOCS3
28056393 | Positive_Correlation | Lipopolysaccharides | SOCS1
28056393 | Positive_Correlation | Lipopolysaccharides | CXCL8
28056393 | Positive_Correlation | Lipopolysaccharides | NR0B2
28056393 | Association | HIV Infections | TNF
28056393 | Positive_Correlation | Lipopolysaccharides | IL10
28056393 | Association | Lipopolysaccharides | HIV Infections
28056393 | Association | HIV Infections | PIAS1
28056393 | Positive_Correlation | Lipopolysaccharides | IL12B
28056393 | Association | HIV Infections | IL10
28056393 | Positive_Correlation | HIV Infections | SOCS1
28056393 | Association | CD274 | NR0B2
28056393 | Positive_Correlation | Lipopolysaccharides | CD274
28056393 | Association | HIV Infections | CXCL8
28056393 | Association | HIV Infections | NR0B2
28056393 | Negative_Correlation | HIV Infections | IL12B
28056393 | Positive_Correlation | CD274 | PIAS1
37254791 | Association | HIV Infections | IRF5
37254791 | Association | TNPO3 | IRF5
36408799 | Association | COVID-19 | S
36408799 | Association | COVID-19 | CD8A
36408799 | Association | COVID-19 | TRBV20OR9-2
36408799 | Association | TRBV20OR9-2 | CD8A
36408799 | Association | S | CD8A
33101298 | Association | KLRK1 | MICB
33101298 | Association | Squamous Cell Carcinoma of Head and Neck | BTN1A1
33101298 | Association | Neoplasms | BTN1A1
33101298 | Association | Squamous Cell Carcinoma of Head and Neck | BTN3A3
37351013 | Association | HIV Infections | AHR
37351013 | Association | HIV Infections | FKBP4
37351013 | Association | HIV Infections | STUB1
37351013 | Association | HIV Infections | NR3C1
37351013 | Comparison | abacavir | Zidovudine
37351013 | Association | HIV Infections | NR1I2
37351013 | Association | HIV Infections | CCR5
37351013 | Association | HIV Infections | HSP90AA1
37351013 | Association | HIV Infections | CD4
27057436 | Association | Melanoma | KLRK1
27057436 | Association | Melanoma | PTPRC
27057436 | Association | Melanoma | ULBP2
27057436 | Association | Melanoma | ULBP1
27057436 | Association | Melanoma | CD4
27057436 | Negative_Correlation | fotemustine | Melanoma
27057436 | Association | KLRK1 | ULBP2
27057436 | Negative_Correlation | Ipilimumab | Melanoma
27057436 | Cotreatment | fotemustine | Ipilimumab
27057436 | Association | Melanoma | BTLA
27057436 | Association | Melanoma | TNFRSF9
27057436 | Association | KLRK1 | ULBP1
38091053 | Association | Lymphoma Non-Hodgkin | MICA
38091053 | Association | Lymphoma Non-Hodgkin | MICB
38091053 | Bind | KLRK1 | MICB
38091053 | Negative_Correlation | Lymphoma Non-Hodgkin | CD8A
38091053 | Bind | MICA | KLRK1
38091053 | Negative_Correlation | Lymphoma Non-Hodgkin | CD4
22517757 | Association | MIR301A | STAT3
22517757 | Positive_Correlation | Encephalomyelitis Autoimmune Experimental | MIR21
22517757 | Negative_Correlation | PIAS3 | STAT3
22517757 | Association | PIAS3 | MIR301A
22517757 | Association | Demyelinating Autoimmune Diseases CNS | PIAS3
22517757 | Association | Encephalomyelitis Autoimmune Experimental | PIAS3
22517757 | Association | Demyelinating Autoimmune Diseases CNS | MIR301A
22517757 | Positive_Correlation | Encephalomyelitis Autoimmune Experimental | MIR155
22517757 | Association | Encephalomyelitis Autoimmune Experimental | MIR301A
33175614 | Association | Virus Diseases | CD8A
33175614 | Association | Virus Diseases | CD4
38450623 | Association | Inflammation | HLA-B
27275775 | Association | GBP5 | vpu
38055372 | Positive_Correlation | epigallocatechin gallate | Liver Failure
34795669 | Negative_Correlation | Formaldehyde | Distal myopathy Nonaka type
33987094 | Association | Inflammation | IL17A
29690759 | Association | mica | Metals
28621822 | Association | Sjogren's Syndrome | NR4A2
28621822 | Association | Sjogren's Syndrome | RORC
28621822 | Negative_Correlation | importazole | IL21
28621822 | Association | NR4A2 | CD4
28621822 | Association | Sjogren's Syndrome | CD4
28621822 | Negative_Correlation | importazole | NR4A2
28621822 | Association | Sjogren's Syndrome | IL17A
27107455 | Positive_Correlation | Cd40 | KPNA2
27107455 | Positive_Correlation | Cd80 | KPNA2
27107455 | Positive_Correlation | Il17a | Kpna2
27107455 | Positive_Correlation | Ifng | Kpna2
27107455 | Positive_Correlation | Inflammation | Kpna2
27107455 | Association | Colorectal Neoplasms | KPNA2
27107455 | Positive_Correlation | Cd86 | KPNA2
27107455 | Positive_Correlation | Kpna2 | Tnf
27107455 | Negative_Correlation | Kpna2 | Tgfb1
27107455 | Positive_Correlation | Gzmb | Kpna2
27107455 | Association | Colorectal Neoplasms | Kpna2
27107455 | Positive_Correlation | Il1b | Kpna2
27107455 | Positive_Correlation | Icam1 | KPNA2
27107455 | Positive_Correlation | Il6 | Kpna2
27107455 | Positive_Correlation | Kpna2 | Il23a
29023371 | Association | HIV Infections | HLA-A
31317218 | Association | Ipilimumab | XIAP
31317218 | Negative_Correlation | Ipilimumab | CTLA4
31317218 | Association | Melanoma | XIAP
31317218 | Association | XIAP | CD4
33963983 | Association | Premature Birth | CD8A
33963983 | Association | Premature Birth | CD4
33963983 | Association | HIV Infections | CD4
33963983 | Association | HIV Infections | CD8A
1382298 | Association | polyacrylamide | Sodium Dodecyl Sulfate
38368501 | Association | Prostatic Neoplasms | HLA-DQB1
38368501 | Association | Prostatic Neoplasms | HLA-DRB1
38368501 | Association | Prostatic Neoplasms | HLA-A
38368501 | Association | Neoplasms | HLA-A
38368501 | Association | Prostatic Neoplasms | CD4
12853482 | Association | IPO7 | H1-0
25078269 | Association | Pulmonary Disease Chronic Obstructive | NCAM1
25078269 | Bind | KLRK1 | MICB
25078269 | Bind | MICA | KLRK1
29381435 | Negative_Correlation | Bortezomib | Drug Resistant Epilepsy
29381435 | Negative_Correlation | selinexor | 49 XXXXX syndrome
29381435 | Association | Neoplasms | XPO1
29381435 | Positive_Correlation | selinexor | Neutropenia
29381435 | Positive_Correlation | selinexor | Thrombocytopenia
29381435 | Negative_Correlation | Dexamethasone | Multiple Myeloma
29381435 | Negative_Correlation | selinexor | Multiple Myeloma
29381435 | Negative_Correlation | Lenalidomide | Multiple Myeloma
29381435 | Negative_Correlation | selinexor | Drug Resistant Epilepsy
29381435 | Negative_Correlation | carfilzomib | Multiple Myeloma
29381435 | Negative_Correlation | selinexor | XPO1
29381435 | Negative_Correlation | Neoplasms | NR3C1
29381435 | Negative_Correlation | carfilzomib | Drug Resistant Epilepsy
29381435 | Negative_Correlation | Bortezomib | Multiple Myeloma
29381435 | Positive_Correlation | selinexor | Leukopenia
29381435 | Positive_Correlation | selinexor | Anemia
29381435 | Negative_Correlation | selinexor | Neoplasms
29381435 | Negative_Correlation | pomalidomide | Multiple Myeloma
29381435 | Cotreatment | selinexor | Dexamethasone
29381435 | Negative_Correlation | PENTA | Multiple Myeloma
29381435 | Positive_Correlation | selinexor | Hyponatremia
29381435 | Positive_Correlation | selinexor | Fatigue
33284055 | Positive_Correlation | Hodgkin Disease | MICA
33284055 | Negative_Correlation | Hodgkin Disease | CD4
28944101 | Association | Lupus Erythematosus Systemic | KLRK1
28944101 | Bind | KLRK1 | KLRC1
28944101 | Association | KLRK1 | MICB
28944101 | Association | Lupus Erythematosus Systemic | MICB
28944101 | Association | MICB | CD4
28944101 | Association | Lupus Erythematosus Systemic | CD4
28944101 | Association | Lupus Erythematosus Systemic | MICA
28944101 | Association | KLRK1 | CD4
28944101 | Association | MICA | KLRK1
23874389 | Association | SAMHD1 | IL17RB
23874389 | Negative_Correlation | SAMHD1 | CD4
6572032 | Association | Graves Disease | CFB
6572032 | Association | Diabetes Mellitus Type 1 | TNFRSF25
6572032 | Positive_Correlation | Triiodothyronine | Graves Disease
6572032 | Association | Diabetes Mellitus Type 1 | CFB
31341054 | Association | TNPO3 | IFNA1
37047435 | Association | Axial Spondyloarthritis | TRBV20OR9-2
7605779 | Negative_Correlation | Vitiligo | IGKV2-28
7605779 | Positive_Correlation | Vitiligo | CD4
34012432 | Positive_Correlation | MICB | CD4
34012432 | Association | Lupus Erythematosus Systemic | MICA
34012432 | Association | Lupus Erythematosus Systemic | MICB
24084690 | Association | Inflammation | Nfkb1
24084690 | Association | Atherosclerosis | Nfkb1
24084690 | Association | Kpna4 | Nfkb1
31730025 | Bind | Lipopeptides | TLR2
31730025 | Association | Granuloma | CD8A
31730025 | Association | Water | Granuloma
31730025 | Association | Lipopeptides | TLR1
37741520 | Positive_Correlation | KLRK1 | CD4
37741520 | Positive_Correlation | KLRK1 | IL17A
37741520 | Negative_Correlation | KLRK1 | GATA3
37741520 | Association | Arthritis Juvenile | FOXP3
37741520 | Association | Arthritis Juvenile | CD4
37741520 | Negative_Correlation | KLRK1 | IL2RA
37741520 | Positive_Correlation | MICA | KLRK1
37741520 | Negative_Correlation | KLRK1 | IL4
37741520 | Positive_Correlation | KLRK1 | RORC
37741520 | Negative_Correlation | KLRK1 | FOXP3
37741520 | Negative_Correlation | KLRK1 | IL10
37741520 | Negative_Correlation | KLRK1 | MICB
37741520 | Association | Arthritis Juvenile | KLRK1
37741520 | Association | Arthritis Juvenile | MICB
37741520 | Positive_Correlation | KLRK1 | IL12B
37741520 | Positive_Correlation | KLRK1 | IFNG
37741520 | Positive_Correlation | KLRK1 | TBX21
37741520 | Negative_Correlation | KLRK1 | TGFB1
37741520 | Association | Arthritis Juvenile | MICA
37741520 | Positive_Correlation | KLRK1 | CD83
37168557 | Association | Neoplasms | HLA-A
38177093 | Association | Vancomycin | CD4
38177093 | Positive_Correlation | Vancomycin | Drug Hypersensitivity
38177093 | Negative_Correlation | Vancomycin | Bacterial Infections
38177093 | Positive_Correlation | Vancomycin | Drug Hypersensitivity Syndrome
38177093 | Association | Vancomycin | CD8A
33031103 | Association | Infections | p.S653K,Q
33031103 | Association | gag-pol | HLA-A
33031103 | Association | Infections | CD4
33031103 | Association | Infections | p.S653A,T
33031103 | Association | Infections | gag-pol
29406430 | Positive_Correlation | abacavir lamivudine drug combination | Cholesterol
29406430 | Positive_Correlation | abacavir lamivudine drug combination | Kidney Diseases
29406430 | Positive_Correlation | abacavir lamivudine drug combination | Premature Birth
29406430 | Positive_Correlation | abacavir lamivudine drug combination | Hypertension
33815410 | Association | HLA-A | KIR2DL4
39623156 | Association | Inflammation | HLA-B
39623156 | Association | Axial Spondyloarthritis | HLA-B
39623156 | Association | Uveitis Anterior | HLA-B
39623156 | Association | Arthritis | HLA-B
39623156 | Positive_Correlation | HLA-B | IL23A
39623156 | Association | HLA-B | CD4
39623156 | Association | Arthritis Juvenile | HLA-B
39623156 | Positive_Correlation | HLA-B | CD8A
39623156 | Association | Spondylitis Ankylosing | HLA-B
19200602 | Association | Inflammation | CD4
19200602 | Association | Autoimmune Diseases | KLRK1
19200602 | Association | KLRK1 | IFNG
19200602 | Association | Arthritis Rheumatoid | KLRK1
19200602 | Association | KLRK1 | CD8A
19200602 | Association | Lupus Erythematosus Systemic | CD4
19200602 | Association | Arthritis Rheumatoid | CD4
19200602 | Association | Autoimmune Diseases | CD4
19200602 | Association | Lupus Erythematosus Systemic | IL15
19200602 | Association | Lupus Erythematosus Systemic | IFNG
19200602 | Association | Crohn Disease | KLRK1
19200602 | Association | Inflammation | KLRK1
19200602 | Association | IFNG | CD4
19200602 | Association | Lupus Erythematosus Systemic | KLRK1
37284777 | Association | Floxacillin | Pdcd1
37284777 | Association | Liver Failure | Pdcd1
37284777 | Positive_Correlation | Floxacillin | Liver Failure
17565371 | Association | Arthritis Rheumatoid | CD4
17565371 | Association | Arthritis Rheumatoid | KLRK1
17565371 | Association | Arthritis Rheumatoid | CD28
17565371 | Bind | KLRK1 | CD8A
41933199 | Association | Lipids | Infections
41933199 | Negative_Correlation | Cholesterol | Mycolic Acids
41933199 | Association | Cholesterol | Infections
41933199 | Association | Lipids | Tuberculosis
40547023 | Association | abacavir | Il2
40547023 | Positive_Correlation | abacavir | Drug Hypersensitivity
42025778 | Association | IL2 | CD4
42025778 | Association | IFNG | PDCD1
42025778 | Association | Inflammation | TNF
42025778 | Association | IL2 | CD8A
42025778 | Association | CD4 | CD8A
42025778 | Association | Inflammation | IL6
42025778 | Association | PDCD1 | CD8A
42025778 | Association | CD274 | IFNG
42025778 | Association | IFNG | IL2
42025778 | Association | Infections | NFKB1
42025778 | Association | CD274 | PDCD1
42025778 | Association | CD274 | CD4
42025778 | Association | IFNG | CD8A
42025778 | Association | IL2 | PDCD1
42025778 | Association | CD274 | IL2
42025778 | Association | IFNG | CD4
42025778 | Association | CD274 | CD8A
42025778 | Association | PDCD1 | CD4
41851274 | Association | Virus Diseases | CD8A
22355347 | Association | KLRK1 | CXADRP1
22355347 | Association | Sarcoma Ewing | CXADRP1
22355347 | Association | KLRK1 | CD28
22355347 | Association | Sarcoma Ewing | KLRK1
22355347 | Bind | KLRK1 | CD247
42095629 | Negative_Correlation | poly ICLC | Carcinoma Renal Cell
42095629 | Positive_Correlation | poly ICLC | CD8A
42095629 | Association | Neoplasms | CD8A
29705741 | Association | Spondylitis Ankylosing | MICA
42002663 | Association | COVID-19 | CD8A
39596210 | Association | Carcinoma Squamous Cell | CDKN2A
42088486 | Negative_Correlation | beta-Glucans | Neoplasms
42088486 | Negative_Correlation | beta-Glucans | Melanoma
41757964 | Negative_Correlation | ORF6 | NFKB1
40972103 | Negative_Correlation | Prednisone | Tuberculosis Meningeal
40972103 | Association | Tuberculosis Meningeal | HLA-A
40972103 | Association | Tuberculosis Meningeal | HLA-DRB1
42099591 | Negative_Correlation | Malocclusion Angle Class II | RFX5
42099591 | Association | Malocclusion Angle Class II | CIITA
42099591 | Negative_Correlation | Malocclusion Angle Class II | CD4
42099591 | Negative_Correlation | Malocclusion Angle Class II | RFXANK
42099591 | Negative_Correlation | Malocclusion Angle Class II | RFXAP
42099591 | Association | Lymphopenia | CD4
41930101 | Association | Leishmaniasis | ALDH5A1
41930101 | Association | ALDH5A1 | CD4
41930101 | Association | Coxa Magna | ALDH5A1
9643569 | Association | Disease | RARA
9643569 | Association | Leukemia Myeloid Acute | RARA
9643569 | Association | Leukemia Myeloid Acute | RUNX1T1
9643569 | Negative_Correlation | Neoplasm Residual | CD8A
9643569 | Association | Leukemia Myeloid Acute | PML
9643569 | Association | Disease | PML
9643569 | Association | Disease | RUNX1T1
9643569 | Association | Leukemia Myeloid Acute | RUNX1
9643569 | Association | Disease | RUNX1
30659049 | Association | Spondylitis Ankylosing | MICA
31350414 | Association | Behcet Syndrome | MICA
16568261 | Association | Neoplasms | MICB
16568261 | Association | Superinfection | MICA
16568261 | Association | Neoplasms | MICA
16568261 | Association | Paraparesis Tropical Spastic | KLRK1
16568261 | Association | KLRK1 | CD8A
16568261 | Association | Heredodegenerative Disorders Nervous System | KLRK1
16568261 | Positive_Correlation | KLRK1 | IL15
16568261 | Association | Paraparesis Tropical Spastic | CD4
16568261 | Association | Superinfection | MICB
39178263 | Association | COVID-19 | CD8A
39178263 | Association | GZMB | CD4
39178263 | Association | COVID-19 | CD4
39178263 | Positive_Correlation | GZMB | CD8A
40285011 | Negative_Correlation | IFNA1 | ORF1ab
40285011 | Association | IFNA1 | S
37030592 | Association | Floxacillin | Chemical and Drug Induced Liver Injury
37030592 | Positive_Correlation | Floxacillin | Inflammation
37030592 | Association | Floxacillin | Cd274
37030592 | Positive_Correlation | Floxacillin | Liver Failure
30659051 | Association | Spondylitis Ankylosing | MICA
39306854 | Association | IL23R | SOCS6
39306854 | Negative_Correlation | Psoriasis | p.R381Q
39306854 | Association | IL23R | CXCR3
39306854 | Bind | IL23R | IL23A
39306854 | Association | Psoriasis | IL23A
39306854 | Association | Psoriasis | SOCS6
39306854 | Association | IL23R | ICAM5
39306854 | Association | IL23R | CD28
39306854 | Association | CCR9 | IL23R
39306854 | Association | IL23R | HLA-B
39306854 | Association | IL23A | SOCS6
39306854 | Association | Psoriasis | IL23R
39306854 | Association | IL23A | STAT3
39306854 | Association | CCR5 | IL23A
39306854 | Association | Psoriasis | CCR5
39306854 | Association | IL23A | TNF
39306854 | Association | Psoriasis | STAT3
39306854 | Association | IL23A | ICAM5
39306854 | Association | IL23A | RUNX3
39306854 | Association | Psoriasis | RUNX3
39306854 | Association | IL23R | KLF3
39306854 | Association | IL23R | TNF
39306854 | Association | IL23A | SOCS1
39306854 | Association | CXCR3 | IL23A
39306854 | Association | Psoriasis | CXCR3
39306854 | Association | IL23A | CD28
39306854 | Association | Psoriasis | TNF
39306854 | Association | IL23R | SOCS1
39306854 | Association | HLA-B | IL23A
39306854 | Association | Psoriasis | ICAM5
39306854 | Association | Psoriasis | HLA-B
39306854 | Association | CCR9 | IL23A
39306854 | Association | Psoriasis | CCR9
39306854 | Association | IL23R | STAT3
39306854 | Association | IL23A | TRIM63
39306854 | Association | Psoriasis | TRIM63
39306854 | Association | Psoriasis | SOCS1
39306854 | Association | IL23R | TRIM63
39306854 | Association | CCR5 | IL23R
39306854 | Association | Psoriasis | CD28
39306854 | Association | KLF3 | IL23A
39306854 | Association | Psoriasis | KLF3
39306854 | Association | IL23R | RUNX3
41949052 | Positive_Correlation | Manganese | STING1
41949052 | Positive_Correlation | Manganese | IFNG
41949052 | Association | Manganese | Durapatite
41949052 | Association | Neoplasms | HLA-C
41949052 | Association | Metals | Neoplasms
41949052 | Association | Neoplasms | IFNG
41949052 | Negative_Correlation | Manganese | Neoplasms
41949052 | Positive_Correlation | Durapatite | STING1
41949052 | Positive_Correlation | Manganese | HLA-C
41949052 | Negative_Correlation | Manganese | Melanoma
41949052 | Association | Melanoma | STING1
41949052 | Association | Neoplasms | STING1
41949052 | Negative_Correlation | Durapatite | Melanoma
42105078 | Association | Adenocarcinoma Mucinous | CD274
42105078 | Association | Adenocarcinoma Mucinous | EGFR
42105078 | Association | Adenocarcinoma Mucinous | CD8A
42105078 | Association | Adenocarcinoma Mucinous | KRAS
42105078 | Association | Adenocarcinoma Mucinous | ALK
42105078 | Association | Adenocarcinoma Mucinous | CD4
42102812 | Association | IFNG | CD4
42102812 | Association | Carcinoma Pancreatic Ductal | CTLA4
42102812 | Association | Neoplasms | HLA-C
42102812 | Association | Carcinoma Pancreatic Ductal | PDCD1
42102812 | Association | Carcinoma Pancreatic Ductal | IFNG
42102812 | Association | Neoplasms | CD4
42102812 | Association | Pancreatic Neoplasms | CD4
42102812 | Association | Carcinoma Pancreatic Ductal | CD4
42102812 | Positive_Correlation | STING1 | IFNG
42102812 | Positive_Correlation | STING1 | PDCD1
42102812 | Association | Carcinoma Pancreatic Ductal | STING1
42102812 | Positive_Correlation | CTLA4 | STING1
38911767 | Negative_Correlation | TBK1 | ORF1ab
38911767 | Negative_Correlation | DDX58 | ORF1ab
12884870 | Association | Neoplasms | CD8A
12884870 | Association | Neoplasms | CD4
12884870 | Positive_Correlation | KLRK1 | TRBV20OR9-2
12884870 | Association | Colorectal Neoplasms | TRBV20OR9-2
12884870 | Association | KLRK1 | CD8A
12884870 | Association | Neoplasms | TRBV20OR9-2
12884870 | Association | Colorectal Neoplasms | CD4
12884870 | Association | Neoplasms | HLA-A
12884870 | Association | Colorectal Neoplasms | CD8A
12884870 | Association | Neoplasms | KLRK1
12884870 | Association | Colorectal Neoplasms | MICA
12884870 | Association | Colorectal Neoplasms | HLA-A
12884870 | Association | Colorectal Neoplasms | KLRK1
39480836 | Association | Drug-Related Side Effects and Adverse Reactions | ORF6
39480836 | Negative_Correlation | rae1/gle2 | ORF6
39480836 | Negative_Correlation | IFNA1 | ORF6
39196452 | Association | Behcet Syndrome | IL4
39196452 | Association | Behcet Syndrome | IL2
39196452 | Association | Gastrointestinal Diseases | CD4
39196452 | Association | Behcet Syndrome | CD4
39196452 | Positive_Correlation | Gastrointestinal Diseases | IL4
39196452 | Association | Behcet Syndrome | TNF
39196452 | Association | IL4 | CD4
19798433 | Positive_Correlation | vpr | ATR
19798433 | Association | HTLV-I Infections | vpr
19798433 | Association | HTLV-I Infections | KLRK1
19798433 | Association | vpr | DDB1
19798433 | Positive_Correlation | Ataxia Telangiectasia | vpr
19798433 | Positive_Correlation | vpr | KLRK1
19798433 | Association | vpr | DCAF1
19798433 | Association | Ataxia Telangiectasia | ULBP2
19798433 | Association | vpr | MUL1
19798433 | Association | Ataxia Telangiectasia | ULBP1
19798433 | Association | vpr | CUL4A
19798433 | Positive_Correlation | vpr | ULBP1
19798433 | Positive_Correlation | vpr | ULBP2
41961946 | Association | Neoplasms | KLRK1
41961946 | Association | Neoplasms | CD8A
20008788 | Positive_Correlation | vpr | ATR
20008788 | Association | Severe Combined Immunodeficiency Autosomal Recessive T Cell Negative B Cell Positive NK Cell Positive | vpr
20008788 | Bind | KLRK1 | ULBP1
20008788 | Bind | KLRK1 | ULBP3
20008788 | Positive_Correlation | vpr | KLRK1
20008788 | Positive_Correlation | vpr | ULBP2
41005335 | Association | COVID-19 | ORF6
28419176 | Association | Renal Insufficiency Chronic | MICA
28419176 | Association | MICA | HLA-B
42139752 | Association | IL15 | STAT1
42139752 | Positive_Correlation | CIITA | STAT1
42139752 | Association | Neoplasms | PTPRN2
42139752 | Positive_Correlation | PDCD1 | PTPRN2
42139752 | Association | Colorectal Neoplasms | PTPRN2
42139752 | Positive_Correlation | PTPRN2 | CD8A
42139752 | Negative_Correlation | PTPRN2 | CD4
42139752 | Association | IL15 | PTPRN2
42139752 | Association | Colorectal Neoplasms | PDCD1
42139752 | Negative_Correlation | CIITA | PTPRN2
42139752 | Negative_Correlation | PTPRN2 | STAT1
42139752 | Association | Neoplasms | PDCD1
40608562 | Association | COVID-19 | S
23395909 | Association | Opportunistic Infections | KLRK1
23395909 | Positive_Correlation | HIV Infections | MICB
23395909 | Positive_Correlation | HIV Infections | ULBP2
23395909 | Positive_Correlation | HIV Infections | MICA
23395909 | Association | Neoplasms | KLRK1
17109473 | Positive_Correlation | KLRK1 | IFNG
17109473 | Association | TNF | CD4
17109473 | Association | Neoplasms | MICA
17109473 | Association | HCST | KLRK1
17109473 | Association | IFNG | CD4
17109473 | Association | Neoplasms | KLRK1
17109473 | Association | TRBV20OR9-2 | CD4
17109473 | Association | MICA | KLRK1
17109473 | Association | HCST | PIK3CG
17109473 | Association | KLRK1 | MICB
17109473 | Association | KLRK1 | PIK3CG
17109473 | Positive_Correlation | KLRK1 | TRBV20OR9-2
17109473 | Association | Arthritis Rheumatoid | CD4
17109473 | Positive_Correlation | KLRK1 | TNF
17109473 | Association | KLRK1 | CD4
17109473 | Association | Arthritis Rheumatoid | KLRK1
17109473 | Association | Neoplasms | CD4
17109473 | Association | KLRK1 | CD8A
41973998 | Association | Neoplasms | CD8A
41973998 | Association | Infections | CD8A
42090447 | Negative_Correlation | Infections | OCLN
42090447 | Negative_Correlation | Infections | F11R
39724814 | Association | ORF6 | RAE1
39724814 | Association | ORF6 | NUP98
42102414 | Association | Il1b | Clec1b
42102414 | Association | Pdpn | Clec1b
42102414 | Association | Il10 | Clec1b
42102414 | Association | Il18 | Clec1b
41079618 | Bind | KLRK1 | MICB
41079618 | Association | NCR3LG1 | CD4
41079618 | Association | HIV Infections | NCR3
41079618 | Bind | NCR3 | NCR3LG1
41079618 | Association | HIV Infections | NCR3LG1
41079618 | Association | HIV Infections | MICB
41079618 | Association | HIV Infections | KLRK1
42079603 | Negative_Correlation | triphosphoric acid | Communicable Diseases
42079603 | Positive_Correlation | triphosphoric acid | Nlrp3
42079603 | Positive_Correlation | Lipopolysaccharides | Il1b
42079603 | Negative_Correlation | 3-methyladenine | Lipopolysaccharides
42079603 | Negative_Correlation | 3-methyladenine | Il1b
42079603 | Positive_Correlation | polyallylamine | Nlrp3
42079603 | Association | Il18 | Nlrp3
42079603 | Association | Il1b | Nlrp3
42079603 | Positive_Correlation | Lipopolysaccharides | Nlrp3
42079603 | Negative_Correlation | polyallylamine | Communicable Diseases
42079603 | Cotreatment | triphosphoric acid | polyallylamine
18754036 | Bind | KLRK1 | MICB
18754036 | Association | Sezary Syndrome | MICA
18754036 | Association | Sezary Syndrome | KLRK1
18754036 | Bind | MICA | KLRK1
18754036 | Association | Neoplasms | KLRK1
40514729 | Association | Spondylitis Ankylosing | Cd4
40514729 | Positive_Correlation | Spondylitis Ankylosing | Csf2
40514729 | Positive_Correlation | Csf2 | Cd4
40514729 | Positive_Correlation | Csf2 | Tnf
16698443 | Association | Autoimmune Diseases | KLRK1
30252881 | Association | Behcet Syndrome | rs4711274
30252881 | Association | Behcet Syndrome | MICA
