38516860 | @GENE_HLA_C | HLA-C | 29 | 5 | Gene | gene | HLA-C
38245792 | @DISEASE_Non_Muscle_Invasive_Bladder_Neoplasms | Non-Muscle Invasive Bladder Neoplasms | 282 | 5 | Disease | disease | NMIBC
38245792 | @DISEASE_Urinary_Bladder_Neoplasms | Urinary Bladder Neoplasms | 332 | 13 | Disease | disease | bladder tumor
38245792 | @DISEASE_Prostatic_Neoplasms | Prostatic Neoplasms | 709 | 15 | Disease | disease | prostate cancer
38245792 | @DISEASE_Urinary_Bladder_Neoplasms | Urinary Bladder Neoplasms | 788 | 14 | Disease | disease | bladder cancer
38245792 | @DISEASE_Urinary_Bladder_Neoplasms | Urinary Bladder Neoplasms | 804 | 3 | Disease | disease | BCa
38245792 | @DISEASE_Drug_Related_Side_Effects_and_Adverse_Reactions | Drug-Related Side Effects and Adverse Reactions | 991 | 12 | Disease | disease | cytotoxicity
38245792 | @GENE_GZMB | GZMB | 1073 | 10 | Gene | gene | granzyme B
38245792 | @GENE_IFNG | IFNG | 1085 | 16 | Gene | gene | interferon-gamma
38245792 | @GENE_TNF | TNF | 1103 | 27 | Gene | gene | tumor necrosis factor-alpha
38245792 | @GENE_CCL2 | CCL2 | 1173 | 4 | Gene | gene | CCL2
38245792 | @GENE_CCL20 | CCL20 | 1179 | 5 | Gene | gene | CCL20
38245792 | @GENE_CCL3L1 | CCL3L1 | 1186 | 6 | Gene | gene | CCL3L1
38245792 | @GENE_CCL4 | CCL4 | 1198 | 4 | Gene | gene | CCL4
38245792 | @GENE_CXCL16 | CXCL16 | 1232 | 6 | Gene | gene | CXCL16
38245792 | @GENE_CXCL2 | CXCL2 | 1240 | 5 | Gene | gene | CXCL2
38245792 | @GENE_CXCL3 | CXCL3 | 1247 | 5 | Gene | gene | CXCL3
38245792 | @GENE_CXCL8 | CXCL8 | 1258 | 5 | Gene | gene | CXCL8
38245792 | @GENE_LAMP1 | LAMP1 | 1368 | 6 | Gene | gene | CD107a
38245792 | @GENE_NCR3LG1 | NCR3LG1 | 1537 | 5 | Gene | gene | B7-H6
38245792 | @GENE_NCAM1 | NCAM1 | 1544 | 4 | Gene | gene | CD56
38245792 | @GENE_CD69 | CD69 | 1550 | 4 | Gene | gene | CD69
38245792 | @GENE_IL2RA | IL2RA | 1556 | 4 | Gene | gene | CD25
38245792 | @GENE_KIR2DL4 | KIR2DL4 | 1593 | 3 | Gene | gene | KIR
38245792 | @GENE_KLRK1 | KLRK1 | 1613 | 5 | Gene | gene | NKG2D
38245792 | @GENE_NCR3 | NCR3 | 1620 | 5 | Gene | gene | NKp30
38245792 | @GENE_NCR1 | NCR1 | 1627 | 5 | Gene | gene | NKp46
38245792 | @GENE_FCGR3A | FCGR3A | 1638 | 4 | Gene | gene | CD16
38245792 | @DISEASE_Urinary_Bladder_Neoplasms | Urinary Bladder Neoplasms | 1658 | 3 | Disease | disease | BCa
38245792 | @DISEASE_Drug_Related_Side_Effects_and_Adverse_Reactions | Drug-Related Side Effects and Adverse Reactions | 1726 | 12 | Disease | disease | Cytotoxicity
38245792 | @DISEASE_Urinary_Bladder_Neoplasms | Urinary Bladder Neoplasms | 1823 | 3 | Disease | disease | BCa
38245792 | @GENE_IL2RG | Il2rg | 1888 | 5 | Gene | gene | IL2rg
38245792 | @DISEASE_Drug_Related_Side_Effects_and_Adverse_Reactions | Drug-Related Side Effects and Adverse Reactions | 2155 | 12 | Disease | disease | cytotoxicity
38245792 | @DISEASE_Urinary_Bladder_Neoplasms | Urinary Bladder Neoplasms | 2176 | 3 | Disease | disease | BCa
38245792 | @GENE_LAMP1 | LAMP1 | 2325 | 6 | Gene | gene | CD107a
38245792 | @GENE_IFNG | IFNG | 2346 | 16 | Gene | gene | interferon-gamma
38245792 | @GENE_KLRK1 | KLRK1 | 2384 | 5 | Gene | gene | NKG2D
38245792 | @GENE_NCR3LG1 | NCR3LG1 | 2394 | 4 | Gene | gene | B7H6
38245792 | @GENE_NCR3 | NCR3 | 2399 | 5 | Gene | gene | NKp30
38245792 | @DISEASE_Urinary_Bladder_Neoplasms | Urinary Bladder Neoplasms | 2487 | 3 | Disease | disease | BCa
38245792 | @DISEASE_Urinary_Bladder_Neoplasms | Urinary Bladder Neoplasms | 2524 | 3 | Disease | disease | BCa
38245792 | @DISEASE_Urinary_Bladder_Neoplasms | Urinary Bladder Neoplasms | 2649 | 3 | Disease | disease | BCa
38245792 | @DISEASE_Drug_Related_Side_Effects_and_Adverse_Reactions | Drug-Related Side Effects and Adverse Reactions | 2710 | 12 | Disease | disease | cytotoxicity
38245792 | @DISEASE_Urinary_Bladder_Neoplasms | Urinary Bladder Neoplasms | 2731 | 3 | Disease | disease | BCa
38245792 | @DISEASE_Non_Muscle_Invasive_Bladder_Neoplasms | Non-Muscle Invasive Bladder Neoplasms | 2992 | 5 | Disease | disease | NMIBC
38257982 | @DISEASE_Communicable_Diseases | Communicable Diseases | 49 | 18 | Disease | disease | Infectious Disease
38257982 | @DISEASE_Communicable_Diseases | Communicable Diseases | 139 | 18 | Disease | disease | infectious disease
38257982 | @DISEASE_Infections | Infections | 1199 | 9 | Disease | disease | infection
38257982 | @DISEASE_Infections | Infections | 1309 | 10 | Disease | disease | infections
38257982 | @DISEASE_COVID_19 | COVID-19 | 1378 | 10 | Disease | disease | SARS-CoV-2
38257982 | @DISEASE_COVID_19 | COVID-19 | 1389 | 8 | Disease | disease | COVID-19
38257982 | @DISEASE_COVID_19 | COVID-19 | 1577 | 8 | Disease | disease | COVID-19
38257982 | @DISEASE_Infections | Infections | 1821 | 9 | Disease | disease | infection
38257982 | @GENE_HLA_C | HLA-C | 2014 | 3 | Gene | gene | MHC
38257982 | @GENE_TRIM5 | TRIM5 | 2033 | 5 | Gene | gene | TRIM5
38257982 | @DISEASE_Virus_Diseases | Virus Diseases | 2316 | 16 | Disease | disease | virus infections
38279325 | @GENE_HLA_A | HLA-A | 17 | 3 | Gene | gene | HLA
38279325 | @DISEASE_COVID_19 | COVID-19 | 54 | 8 | Disease | disease | COVID-19
38279325 | @GENE_HLA_A | HLA-A | 147 | 3 | Gene | gene | HLA
38279325 | @DISEASE_COVID_19 | COVID-19 | 255 | 18 | Disease | disease | COVID-19 infection
38279325 | @GENE_HLA_A | HLA-A | 320 | 3 | Gene | gene | HLA
38279325 | @GENE_HLA_DRB1 | HLA-DRB1 | 352 | 4 | Gene | gene | DRB1
38279325 | @GENE_HLA_DQB1 | HLA-DQB1 | 363 | 4 | Gene | gene | DQB1
38279325 | @DISEASE_COVID_19 | COVID-19 | 446 | 8 | Disease | disease | COVID-19
38279325 | @DISEASE_Death | Death | 485 | 4 | Disease | disease | died
38279325 | @DISEASE_COVID_19 | COVID-19 | 602 | 8 | Disease | disease | COVID-19
38279325 | @DISEASE_COVID_19 | COVID-19 | 829 | 8 | Disease | disease | COVID-19
38279325 | @GENE_HLA_DQB1 | HLA-DQB1 | 987 | 4 | Gene | gene | DQB1
38279325 | @DISEASE_COVID_19 | COVID-19 | 1049 | 8 | Disease | disease | COVID-19
38279325 | @GENE_HLA_A | HLA-A | 1244 | 3 | Gene | gene | HLA
38279325 | @DISEASE_COVID_19 | COVID-19 | 1309 | 18 | Disease | disease | COVID-19 infection
38292490 | @DISEASE_Post_Acute_COVID_19_Syndrome | Post-Acute COVID-19 Syndrome | 56 | 10 | Disease | disease | post-COVID
38292490 | @DISEASE_Idiopathic_Pulmonary_Fibrosis | Idiopathic Pulmonary Fibrosis | 71 | 29 | Disease | disease | idiopathic pulmonary fibrosis
38292490 | @DISEASE_COVID_19 | COVID-19 | 142 | 8 | Disease | disease | COVID-19
38292490 | @DISEASE_Pulmonary_Fibrosis | Pulmonary Fibrosis | 202 | 18 | Disease | disease | pulmonary fibrosis
38292490 | @DISEASE_Pulmonary_Fibrosis | Pulmonary Fibrosis | 222 | 2 | Disease | disease | PF
38292490 | @DISEASE_COVID_19 | COVID-19 | 248 | 8 | Disease | disease | COVID-19
38292490 | @DISEASE_Cognition_Disorders | Cognition Disorders | 272 | 22 | Disease | disease | impaired lung function
38292490 | @DISEASE_Pulmonary_Fibrosis | Pulmonary Fibrosis | 332 | 2 | Disease | disease | PF
38292490 | @DISEASE_Pulmonary_Fibrosis | Pulmonary Fibrosis | 390 | 2 | Disease | disease | PF
38292490 | @DISEASE_Pulmonary_Fibrosis | Pulmonary Fibrosis | 427 | 8 | Disease | disease | COVID-PF
38292490 | @DISEASE_Pulmonary_Fibrosis | Pulmonary Fibrosis | 478 | 8 | Disease | disease | COVID-PF
38292490 | @DISEASE_Pulmonary_Fibrosis | Pulmonary Fibrosis | 562 | 2 | Disease | disease | PF
38292490 | @DISEASE_Pulmonary_Fibrosis | Pulmonary Fibrosis | 718 | 8 | Disease | disease | COVID-PF
38292490 | @DISEASE_Respiratory_Tract_Diseases | Respiratory Tract Diseases | 777 | 19 | Disease | disease | respiratory disease
38292490 | @DISEASE_Pulmonary_Fibrosis | Pulmonary Fibrosis | 909 | 8 | Disease | disease | COVID-PF
38292490 | @DISEASE_Pulmonary_Fibrosis | Pulmonary Fibrosis | 955 | 8 | Disease | disease | COVID-PF
38292490 | @GENE_CD8A | CD8A | 1180 | 3 | Gene | gene | CD8
38292490 | @DISEASE_Pulmonary_Fibrosis | Pulmonary Fibrosis | 1210 | 8 | Disease | disease | COVID-PF
38292490 | @DISEASE_Lung_Diseases_Interstitial | Lung Diseases Interstitial | 1321 | 26 | Disease | disease | interstitial lung diseases
38292490 | @DISEASE_Idiopathic_Pulmonary_Fibrosis | Idiopathic Pulmonary Fibrosis | 1374 | 29 | Disease | disease | Idiopathic Pulmonary Fibrosis
38292490 | @DISEASE_Idiopathic_Pulmonary_Fibrosis | Idiopathic Pulmonary Fibrosis | 1405 | 3 | Disease | disease | IPF
38292490 | @DISEASE_Idiopathic_Pulmonary_Fibrosis | Idiopathic Pulmonary Fibrosis | 1420 | 3 | Disease | disease | IPF
38292490 | @DISEASE_Pulmonary_Fibrosis | Pulmonary Fibrosis | 1528 | 8 | Disease | disease | COVID-PF
38292490 | @DISEASE_Pulmonary_Fibrosis | Pulmonary Fibrosis | 1685 | 8 | Disease | disease | COVID-PF
38292490 | @DISEASE_Pulmonary_Fibrosis | Pulmonary Fibrosis | 1715 | 8 | Disease | disease | COVID-PF
38292490 | @DISEASE_Idiopathic_Pulmonary_Fibrosis | Idiopathic Pulmonary Fibrosis | 1725 | 3 | Disease | disease | IPF
38312438 | @DISEASE_COVID_19 | COVID-19 | 10 | 8 | Disease | disease | COVID-19
38312438 | @CHEMICAL_Clozapine | Clozapine | 34 | 9 | Chemical | chemical | clozapine
38312438 | @DISEASE_Constipation | Constipation | 52 | 12 | Disease | disease | constipation
38312438 | @CHEMICAL_Clozapine | Clozapine | 92 | 9 | Chemical | chemical | clozapine
38312438 | @DISEASE_Constipation | Constipation | 110 | 12 | Disease | disease | constipation
38312438 | @DISEASE_Mental_Disorders | Mental Disorders | 152 | 11 | Disease | disease | psychiatric
38312438 | @CHEMICAL_Clozapine | Clozapine | 243 | 9 | Chemical | chemical | clozapine
38312438 | @DISEASE_Constipation | Constipation | 261 | 12 | Disease | disease | constipation
38312438 | @DISEASE_Coronavirus_Infections | Coronavirus Infections | 356 | 19 | Disease | disease | coronavirus disease
38312438 | @DISEASE_COVID_19 | COVID-19 | 377 | 8 | Disease | disease | COVID-19
38312438 | @DISEASE_Constipation | Constipation | 489 | 12 | Disease | disease | constipation
38312438 | @DISEASE_Constipation | Constipation | 613 | 12 | Disease | disease | constipation
38312438 | @CHEMICAL_Clozapine | Clozapine | 672 | 9 | Chemical | chemical | clozapine
38312438 | @DISEASE_Constipation | Constipation | 690 | 12 | Disease | disease | constipation
38312438 | @DISEASE_Mental_Disorders | Mental Disorders | 874 | 11 | Disease | disease | psychiatric
38312438 | @DISEASE_Schizophrenia | Schizophrenia | 1118 | 13 | Disease | disease | schizophrenia
38312438 | @DISEASE_Constipation | Constipation | 1319 | 12 | Disease | disease | constipation
38331849 | @GENE_IL15 | IL15 | 0 | 5 | Gene | gene | IL-15
38331849 | @GENE_NR1I3 | NR1I3 | 16 | 3 | Gene | gene | CAR
38331849 | @DISEASE_Neoplasms | Neoplasms | 65 | 6 | Disease | disease | cancer
38331849 | @GENE_CD70 | CD70 | 79 | 4 | Gene | gene | CD70
38331849 | @DISEASE_Neoplasms | Neoplasms | 99 | 6 | Disease | disease | cancer
38331849 | @DISEASE_Neoplasms | Neoplasms | 116 | 6 | Disease | disease | cancer
38331849 | @GENE_NR1I3 | NR1I3 | 215 | 25 | Gene | gene | chimeric antigen receptor
38331849 | @GENE_NR1I3 | NR1I3 | 242 | 3 | Gene | gene | CAR
38331849 | @DISEASE_Neoplasms | Neoplasms | 282 | 12 | Disease | disease | malignancies
38331849 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 301 | 17 | Disease | disease | colorectal cancer
38331849 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 320 | 3 | Disease | disease | CRC
38331849 | @DISEASE_Carcinoma_Pancreatic_Ductal | Carcinoma Pancreatic Ductal | 329 | 32 | Disease | disease | pancreatic ductal adenocarcinoma
38331849 | @DISEASE_Carcinoma_Pancreatic_Ductal | Carcinoma Pancreatic Ductal | 363 | 4 | Disease | disease | PDAC
38331849 | @GENE_CD70 | CD70 | 470 | 4 | Gene | gene | CD70
38331849 | @DISEASE_Neoplasms | Neoplasms | 589 | 5 | Disease | disease | tumor
38331849 | @DISEASE_Neoplasms | Neoplasms | 635 | 12 | Disease | disease | malignancies
38331849 | @GENE_CD70 | CD70 | 659 | 4 | Gene | gene | CD70
38331849 | @DISEASE_Neoplasms | Neoplasms | 685 | 6 | Disease | disease | cancer
38331849 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 767 | 3 | Disease | disease | CRC
38331849 | @DISEASE_Carcinoma_Pancreatic_Ductal | Carcinoma Pancreatic Ductal | 775 | 4 | Disease | disease | PDAC
38331849 | @GENE_CD70 | CD70 | 822 | 4 | Gene | gene | CD70
38331849 | @GENE_NR1I3 | NR1I3 | 841 | 3 | Gene | gene | CAR
38331849 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 881 | 3 | Disease | disease | CRC
38331849 | @DISEASE_Carcinoma_Pancreatic_Ductal | Carcinoma Pancreatic Ductal | 886 | 4 | Disease | disease | PDAC
38331849 | @DISEASE_Neoplasms | Neoplasms | 904 | 5 | Disease | disease | tumor
38331849 | @DISEASE_Lymphoma | Lymphoma | 930 | 8 | Disease | disease | lymphoma
38331849 | @GENE_CD70 | CD70 | 1035 | 4 | Gene | gene | CD70
38331849 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 1054 | 3 | Disease | disease | CRC
38331849 | @DISEASE_Carcinoma_Pancreatic_Ductal | Carcinoma Pancreatic Ductal | 1062 | 4 | Disease | disease | PDAC
38331849 | @GENE_CD70 | CD70 | 1090 | 4 | Gene | gene | CD70
38331849 | @GENE_NR1I3 | NR1I3 | 1105 | 3 | Gene | gene | CAR
38331849 | @GENE_CD70 | CD70 | 1170 | 4 | Gene | gene | CD70
38331849 | @DISEASE_Neoplasms | Neoplasms | 1176 | 5 | Disease | disease | tumor
38331849 | @GENE_CD70 | CD70 | 1300 | 4 | Gene | gene | CD70
38331849 | @GENE_NR1I3 | NR1I3 | 1305 | 3 | Gene | gene | CAR
38331849 | @DISEASE_Neoplasms | Neoplasms | 1354 | 5 | Disease | disease | tumor
38331849 | @GENE_CD70 | CD70 | 1392 | 4 | Gene | gene | CD70
38331849 | @DISEASE_Lymphoma | Lymphoma | 1409 | 8 | Disease | disease | Lymphoma
38331849 | @GENE_CD70 | CD70 | 1472 | 4 | Gene | gene | CD70
38331849 | @GENE_NR1I3 | NR1I3 | 1477 | 3 | Gene | gene | CAR
38331849 | @GENE_CD70 | CD70 | 1532 | 4 | Gene | gene | CD70
38331849 | @GENE_NR1I3 | NR1I3 | 1537 | 3 | Gene | gene | CAR
38331849 | @GENE_CD70 | CD70 | 1646 | 4 | Gene | gene | CD70
38331849 | @DISEASE_Neoplasms | Neoplasms | 1667 | 5 | Disease | disease | tumor
38331849 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 1691 | 3 | Disease | disease | CRC
38331849 | @DISEASE_Carcinoma_Pancreatic_Ductal | Carcinoma Pancreatic Ductal | 1699 | 4 | Disease | disease | PDAC
38331849 | @GENE_CD70 | CD70 | 1739 | 4 | Gene | gene | CD70
38331849 | @GENE_NR1I3 | NR1I3 | 1753 | 3 | Gene | gene | CAR
38331849 | @GENE_IL15 | IL15 | 1781 | 5 | Gene | gene | IL-15
38331849 | @GENE_CD70 | CD70 | 1847 | 4 | Gene | gene | CD70
38331849 | @DISEASE_Neoplasms | Neoplasms | 1853 | 5 | Disease | disease | tumor
38331849 | @DISEASE_Neoplasms | Neoplasms | 1890 | 5 | Disease | disease | tumor
38331849 | @GENE_CD70 | Cd70 | 1932 | 4 | Gene | gene | CD70
38331849 | @DISEASE_Neoplasms | Neoplasms | 1938 | 6 | Disease | disease | tumors
38331849 | @GENE_IL15 | IL15 | 1963 | 5 | Gene | gene | IL-15
38331849 | @GENE_CD70 | CD70 | 2013 | 4 | Gene | gene | CD70
38331849 | @GENE_NR1I3 | NR1I3 | 2018 | 3 | Gene | gene | CAR
38331849 | @GENE_NR1I3 | NR1I3 | 2047 | 3 | Gene | gene | CAR
38331849 | @DISEASE_Inflammation | Inflammation | 2094 | 12 | Disease | disease | inflammatory
38331849 | @GENE_CD70 | CD70 | 2190 | 4 | Gene | gene | CD70
38331849 | @DISEASE_Hematologic_Neoplasms | Hematologic Neoplasms | 2227 | 30 | Disease | disease | hematological and solid tumors
38331849 | @GENE_IL15 | IL15 | 2259 | 5 | Gene | gene | IL-15
38331849 | @GENE_NR1I3 | NR1I3 | 2273 | 3 | Gene | gene | CAR
38331849 | @GENE_CD70 | CD70 | 2329 | 4 | Gene | gene | CD70
38331849 | @DISEASE_Neoplasms | Neoplasms | 2363 | 5 | Disease | disease | tumor
38331849 | @DISEASE_Colorectal_Neoplasms | Colorectal Neoplasms | 2401 | 3 | Disease | disease | CRC
38331849 | @DISEASE_Carcinoma_Pancreatic_Ductal | Carcinoma Pancreatic Ductal | 2409 | 4 | Disease | disease | PDAC
38331849 | @DISEASE_Desmoplastic_Small_Round_Cell_Tumor | Desmoplastic Small Round Cell Tumor | 2437 | 25 | Disease | disease | desmoplastic solid tumors
38427545 | @DISEASE_COVID_19 | COVID-19 | 255 | 8 | Disease | disease | COVID-19
38427545 | @GENE_HLA_C | HLA-C | 1246 | 3 | Gene | gene | MHC
38427545 | @DISEASE_COVID_19 | COVID-19 | 1335 | 8 | Disease | disease | COVID-19
38461519 | @GENE_NLRC5 | NLRC5 | 0 | 5 | Gene | gene | NLRC5
38461519 | @GENE_CD8A | CD8A | 104 | 3 | Gene | gene | CD8
38461519 | @DISEASE_Virus_Diseases | Virus Diseases | 180 | 16 | Disease | disease | viral infections
38461519 | @DISEASE_COVID_19 | COVID-19 | 355 | 20 | Disease | disease | SARS-CoV-2 infection
38461519 | @DISEASE_COVID_19 | COVID-19 | 400 | 8 | Disease | disease | COVID-19
38461519 | @GENE_NLRC5 | NLRC5 | 548 | 5 | Gene | gene | NLRC5
38461519 | @DISEASE_COVID_19 | COVID-19 | 736 | 8 | Disease | disease | COVID-19
38541659 | @DISEASE_Infections | Infections | 321 | 9 | Disease | disease | infection
38541659 | @DISEASE_Infections | Infections | 584 | 9 | Disease | disease | infection
38543955 | @CHEMICAL_Polylactic_Acid_Polyglycolic_Acid_Copolymer | Polylactic Acid-Polyglycolic Acid Copolymer | 967 | 30 | Chemical | chemical | poly (lactic-co-glycolic acid)
38543955 | @CHEMICAL_Polylactic_Acid_Polyglycolic_Acid_Copolymer | Polylactic Acid-Polyglycolic Acid Copolymer | 999 | 4 | Chemical | chemical | PLGA
38543955 | @DISEASE_Disease | Disease | 1194 | 12 | Disease | disease | EBoV disease
38543955 | @CHEMICAL_Polylactic_Acid_Polyglycolic_Acid_Copolymer | Polylactic Acid-Polyglycolic Acid Copolymer | 1424 | 4 | Chemical | chemical | PLGA
38575727 | @DISEASE_COVID_19 | COVID-19 | 317 | 8 | Disease | disease | COVID-19
38575727 | @DISEASE_Neoplasms | Neoplasms | 400 | 6 | Disease | disease | cancer
38575727 | @DISEASE_COVID_19 | COVID-19 | 727 | 8 | Disease | disease | COVID-19
38575727 | @GENE_TRBV20OR9_2 | TRBV20OR9-2 | 748 | 15 | Gene | gene | T cell receptor
38575727 | @GENE_TRBV20OR9_2 | TRBV20OR9-2 | 765 | 3 | Gene | gene | TCR
38581915 | @GENE_IL15 | IL15 | 0 | 14 | Gene | gene | Interleukin-15
38581915 | @GENE_IL15 | IL15 | 98 | 14 | Gene | gene | Interleukin-15
38581915 | @GENE_IL15 | IL15 | 114 | 5 | Gene | gene | IL-15
38581915 | @DISEASE_Alopecia_Areata | Alopecia Areata | 174 | 15 | Disease | disease | alopecia areata
38581915 | @DISEASE_Alopecia_Areata | Alopecia Areata | 191 | 2 | Disease | disease | AA
38581915 | @GENE_IL15 | IL15 | 299 | 5 | Gene | gene | IL-15
38581915 | @DISEASE_Alopecia_Areata | Alopecia Areata | 360 | 2 | Disease | disease | AA
38581915 | @GENE_IL15 | IL15 | 371 | 5 | Gene | gene | IL-15
38581915 | @GENE_IFNG | IFNG | 449 | 16 | Gene | gene | interferon-gamma
38581915 | @GENE_IFNG | IFNG | 467 | 8 | Gene | gene | IFNgamma
38581915 | @DISEASE_Alopecia_Areata | Alopecia Areata | 502 | 2 | Disease | disease | AA
38581915 | @DISEASE_Alopecia_Areata | Alopecia Areata | 566 | 2 | Disease | disease | AA
38581915 | @GENE_IL15 | IL15 | 660 | 5 | Gene | gene | IL-15
38581915 | @DISEASE_Alopecia_Areata | Alopecia Areata | 678 | 2 | Disease | disease | AA
38581915 | @GENE_IL15 | IL15 | 765 | 5 | Gene | gene | IL-15
38581915 | @GENE_IL15RA | IL15RA | 772 | 12 | Gene | gene | IL-15R-alpha
38581915 | @DISEASE_Alopecia_Areata | Alopecia Areata | 880 | 2 | Disease | disease | AA
38581915 | @GENE_MICA | MICA | 977 | 4 | Gene | gene | MICA
38581915 | @DISEASE_Alopecia_Areata | Alopecia Areata | 1010 | 2 | Disease | disease | AA
38581915 | @GENE_IFNG | IFNG | 1124 | 8 | Gene | gene | IFNgamma
38581915 | @GENE_IL15RA | IL15RA | 1187 | 11 | Gene | gene | IL-15Ralpha
38581915 | @GENE_IL15RA | IL15RA | 1237 | 11 | Gene | gene | IL-15Ralpha
38581915 | @DISEASE_Alopecia_Areata | Alopecia Areata | 1275 | 2 | Disease | disease | AA
38581915 | @GENE_IFNG | IFNG | 1324 | 8 | Gene | gene | IFNgamma
38581915 | @DISEASE_Alopecia_Areata | Alopecia Areata | 1407 | 2 | Disease | disease | AA
38581915 | @GENE_IL15 | IL15 | 1503 | 5 | Gene | gene | IL-15
38581915 | @DISEASE_Alopecia_Areata | Alopecia Areata | 1606 | 2 | Disease | disease | AA
38581915 | @GENE_IL15RA | IL15RA | 1682 | 11 | Gene | gene | IL-15Ralpha
38581915 | @DISEASE_Alopecia_Areata | Alopecia Areata | 1749 | 2 | Disease | disease | AA
38581915 | @DISEASE_Alopecia_Areata | Alopecia Areata | 1894 | 2 | Disease | disease | AA
38589549 | @GENE_TRBV20OR9_2 | TRBV20OR9-2 | 267 | 3 | Gene | gene | TCR
38589549 | @GENE_HLA_C | HLA-C | 300 | 3 | Gene | gene | MHC
38589549 | @GENE_HLA_C | HLA-C | 440 | 3 | Gene | gene | MHC
38589549 | @GENE_HLA_C | HLA-C | 1106 | 3 | Gene | gene | MHC
38589549 | @GENE_TRBV20OR9_2 | TRBV20OR9-2 | 1145 | 3 | Gene | gene | TCR
38589549 | @GENE_HLA_C | HLA-C | 1203 | 3 | Gene | gene | MHC
38589549 | @DISEASE_COVID_19 | COVID-19 | 1296 | 10 | Disease | disease | SARS-CoV-2
38615042 | @GENE_TRBV20OR9_2 | TRBV20OR9-2 | 29 | 3 | Gene | gene | TCR
38615042 | @DISEASE_Neoplasms | Neoplasms | 159 | 6 | Disease | disease | cancer
38615042 | @DISEASE_Neoplasms | Neoplasms | 202 | 6 | Disease | disease | cancer
38615042 | @GENE_TRBV20OR9_2 | TRBV20OR9-2 | 276 | 15 | Gene | gene | T cell receptor
38615042 | @GENE_TRBV20OR9_2 | TRBV20OR9-2 | 293 | 3 | Gene | gene | TCR
38615042 | @GENE_HLA_C | HLA-C | 323 | 3 | Gene | gene | MHC
38615042 | @GENE_TRBV20OR9_2 | TRBV20OR9-2 | 346 | 3 | Gene | gene | TCR
38615042 | @GENE_TRBV20OR9_2 | TRBV20OR9-2 | 610 | 3 | Gene | gene | TCR
38615042 | @DISEASE_Neoplasms | Neoplasms | 711 | 6 | Disease | disease | cancer
38615042 | @GENE_TRBV20OR9_2 | TRBV20OR9-2 | 814 | 3 | Gene | gene | TCR
38615042 | @GENE_TRBV20OR9_2 | TRBV20OR9-2 | 1104 | 3 | Gene | gene | TCR
38615042 | @DISEASE_COVID_19 | COVID-19 | 1125 | 8 | Disease | disease | COVID-19
38615042 | @GENE_TRBV20OR9_2 | TRBV20OR9-2 | 1340 | 3 | Gene | gene | TCR
38619800 | @DISEASE_COVID_19 | COVID-19 | 162 | 8 | Disease | disease | COVID-19
38619800 | @GENE_HLA_C | HLA-C | 1248 | 3 | Gene | gene | MHC
38619800 | @DISEASE_COVID_19 | COVID-19 | 1342 | 10 | Disease | disease | SARS-CoV-2
38619800 | @DISEASE_Coronavirus_Infections | Coronavirus Infections | 1504 | 11 | Disease | disease | coronavirus
9071023 | @GENE_HLA_B | HLA-B | 47 | 5 | Gene | gene | HLA-B
9071023 | @GENE_TNF | TNF | 57 | 3 | Gene | gene | TNF
9071023 | @GENE_HLA_C | HLA-C | 125 | 32 | Gene | gene | major histocompatibility complex
9071023 | @GENE_HLA_C | HLA-C | 159 | 3 | Gene | gene | MHC
9071023 | @GENE_HLA_B | HLA-B | 342 | 44 | Gene | gene | histocompatibility leukocyte antigen (HLA)-B
9071023 | @GENE_TNF | TNF | 391 | 21 | Gene | gene | tumor necrosis factor
9071023 | @GENE_TNF | TNF | 414 | 3 | Gene | gene | TNF
9071023 | @GENE_HLA_B | HLA-B | 682 | 5 | Gene | gene | HLA-B
9071023 | @GENE_TNF | TNF | 692 | 3 | Gene | gene | TNF
9071023 | @GENE_MICB | MICB | 723 | 8 | Gene | gene | PERB11.2
9071023 | @GENE_HLA_C | HLA-C | 845 | 3 | Gene | gene | MHC
9071023 | @GENE_HLA_C | HLA-C | 1135 | 3 | Gene | gene | MHC
9071023 | @GENE_HLA_B | HLA-B | 1362 | 5 | Gene | gene | HLA-B
9071023 | @GENE_TNF | TNF | 1372 | 3 | Gene | gene | TNF
10400921 | @DISEASE_Hemochromatosis | Hemochromatosis | 337 | 31 | Disease | disease | hemochromatosis candidate genes
10400921 | @GENE_COX8A | COX8A | 370 | 30 | Gene | gene | HCG) (II, IV, VIII, IX), 3.8-1
10400921 | @GENE_HLA_B | HLA-B | 1200 | 5 | Gene | gene | HLA-B
10400921 | @GENE_HLA_C | HLA-C | 1210 | 5 | Gene | gene | HLA-C
10400921 | @GENE_MICA | MICA | 1221 | 4 | Gene | gene | MICA
10400921 | @GENE_MICA | MICA | 1227 | 8 | Gene | gene | PERB11.1
10400921 | @GENE_MICB | MICB | 1241 | 4 | Gene | gene | MICB
10400921 | @GENE_MICB | MICB | 1247 | 8 | Gene | gene | PERB11.2
32035130 | @GENE_AGR2 | AGR2 | 0 | 19 | Gene | gene | Anterior gradient 2
